OBJECTID,ID,ORIGGPLU,Shape_Leng,Shape_Area,FID_,OBJECTID_1,JURIS,COUNTY,LPSCODE,PLANDATE,ORIGGPLU_1,GENGPLU,max_far,max_height,max_dua,max_du_per,HS,HT,HM,OF_,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME,ABAGGPLU,Acres,Shape_Le_1,Shape_Ar_1
960,60960,402 - Community Commercial,19425.57339,1404821.513,9245,9206,Napa,Napa,402,12/1/98,402 - Community Commercial,Commercial,0.4,40,40,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,25.86233126,1949.11,104661.14
961,60961,402 - Corporate Park,6934.893655,1089975.299,9254,9215,Napa,Napa,402,12/1/98,402 - Corporate Park,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,235.0890992,5239.92,951371.79
962,60962,402 - Downtown Commercial,5415.736006,354109.4064,9256,9217,Napa,Napa,402,12/1/98,402 - Downtown Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,1.660389704,329.652394,6719.36
963,60963,402 - Greenbelt,745.3809861,26409.25144,8905,9026,Napa,Napa,402,12/1/98,402 - Greenbelt,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,6.525868643,745.3809861,26409.25
964,60964,402 - Light Industrial,8841.28527,606142.4314,9257,9218,Napa,Napa,402,12/1/98,402 - Light Industrial,Industrial,0.5,40,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,57.54096011,2379.55,232860
965,60965,402 - Local Commercial,14745.3795,387107.8,9262,9223,Napa,Napa,402,12/1/98,402 - Local Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.57308663,211.6140416,2319.2
966,60966,402 - Mixed Use,17305.55305,1348452.107,9292,9253,Napa,Napa,402,12/1/98,402 - Mixed Use,Mixed Use,0,0,40,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,,1.755696437,464.2152581,7105.05
967,60967,402 - Multi Family Residential,64813.31446,3557638.402,9298,9259,Napa,Napa,402,12/1/98,402 - Multi Family Residential,Residential,0.3,35,40,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,16.64521258,1075.71,67360.79
968,60968,402 - Public Serving,69291.71449,6174953.149,9239,9200,Napa,Napa,402,12/1/98,402 - Public Serving,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0.285018927,140.2959625,1153.43
969,60969,402 - Residential/Office,4296.383144,118414.7274,9410,9371,Napa,Napa,402,12/1/98,402 - Residential/Office,Mixed Use: Residential & Commercial,0,0,40,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,,22.34222018,2693,90415.75
970,60970,402 - Resource Area,27851.25237,4992607.177,9414,9375,Napa,Napa,402,12/1/98,402 - Resource Area,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,18.38870332,1497.31,74416.44
971,60971,402 - Single Family Infill,75263.02204,7649070.678,9240,9201,Napa,Napa,402,12/1/98,402 - Single Family Infill,Residential,0,0,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,32.10551101,1503.38,129926.38
972,60972,402 - Single Family Residential,122715.2169,16911588.14,9444,9405,Napa,Napa,402,12/1/98,402 - Single Family Residential,Residential,0,0,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,6.489093766,771.3519405,26260.43
973,60973,402 - Tourist Commercial,6101.239729,261606.8182,9456,9417,Napa,Napa,402,12/1/98,402 - Tourist Commercial,Commercial,1,40,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,5.979243393,831.6107428,24197.14
974,60974,402 - Traditional Residential,14161.07543,1355916.921,9463,9424,Napa,Napa,402,12/1/98,402 - Traditional Residential,Residential,0.3,30,26,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,20.03035006,1814.26,81059.95
975,60975,403 - Agriculture,49009.20277,5643331.341,9505,9466,Saint Helena,Napa,403,Sep-93,403 - Agriculture,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,103.8135211,2953.95,420118.42
976,60976,403 - Central Business,4966.613694,100694.2246,9524,9485,Saint Helena,Napa,403,Sep-93,403 - Central Business,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.706093623,299.7586059,2857.46
977,60977,403 - Higher Density Residential,11444.8672,359177.3796,9536,9497,Saint Helena,Napa,403,Sep-93,403 - Higher Density Residential,Residential,0,0,28,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,6.699374788,1072.43,27111.41
978,60978,403 - Industrial,6985.457295,241646.2508,9552,9513,Saint Helena,Napa,403,Sep-93,403 - Industrial,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,6.982043387,733.0101214,28255.33
979,60979,403 - Low Density Residential,12340.00821,381958.161,9559,9520,Saint Helena,Napa,403,Sep-93,403 - Low Density Residential,Residential,0,0,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,7.608226614,889.6513995,30789.39
980,60980,403 - Medium Density Residential,46552.96938,1673072.424,9576,9537,Saint Helena,Napa,403,Sep-93,403 - Medium Density Residential,Residential,0,0,16,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,1.739541455,343.9863231,7039.67
981,60981,403 - Office,3577.610701,62804.43669,9638,9599,Saint Helena,Napa,403,Sep-93,403 - Office,Commercial,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,,1.131907056,267.3986268,4580.67
982,60982,403 - Open Space,24345.03773,358910.5682,9650,9611,Saint Helena,Napa,403,Sep-93,403 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30.19845999,3141.69,122208.86
983,60983,403 - Park,4384.345836,181365.7075,9669,9630,Saint Helena,Napa,403,Sep-93,403 - Park,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,11.33210043,965.6438961,45859.38
984,60984,403 - Public & Semi-Public,10732.80732,553734.7066,9675,9636,Saint Helena,Napa,403,Sep-93,403 - Public & Semi-Public,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,5.000875883,592.5469115,20237.83
985,60985,403 - Railroad,8129.185296,89977.29891,9690,9651,Saint Helena,Napa,403,Sep-93,403 - Railroad,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3.489901211,1082.896119,14123.14
986,60986,403 - Service Commercial,7319.145446,242617.3979,9700,9661,Saint Helena,Napa,403,Sep-93,403 - Service Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,7.47152185,731.6972212,30236.18
987,60987,403 - Woodlands & Watershed,13027.68141,1555449.193,9713,9674,Saint Helena,Napa,403,Sep-93,403 - Woodlands & Watershed,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,9.795487703,944.8786791,39640.94
988,60988,404 - Agricultural,2183.736053,135135.8266,9719,9680,Yountville,Napa,404,Pre2002,404 - Agricultural,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2.13331016,384.928067,8633.2
989,60989,404 - Master-Planned Residential,6967.28232,118142.1937,9722,9683,Yountville,Napa,404,Pre2002,404 - Master-Planned Residential,Residential,0.35,28,10,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.10496413,116.7740982,424.7751934
990,60990,404 - Mixed Residential,7760.709684,195466.2181,9744,9705,Yountville,Napa,404,Pre2002,404 - Mixed Residential,Residential,0.4,28,10,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,17.17687098,1490.8,69512.33
991,60991,404 - Mobile Home Park,2204.148726,181274.9486,8906,9027,Yountville,Napa,404,Pre2002,404 - Mobile Home Park,Residential,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,44.79401634,2204.15,181274.95
992,60992,404 - Old Town Historic,5644.848362,121015.609,9760,9721,Yountville,Napa,404,Pre2002,404 - Old Town Historic,Commercial,0.35,30,8,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.698996705,243.0411213,2828.74
993,60993,404 - Parks & Playfields,4211.19944,72874.15771,9778,9739,Yountville,Napa,404,Pre2002,404 - Parks & Playfields,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3.631098461,744.2658143,14694.53
994,60994,404 - Primary Commercial,2239.761658,89218.9254,9790,9751,Yountville,Napa,404,Pre2002,404 - Primary Commercial,Commercial,0.35,20,10,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.399465447,172.751098,1616.58
995,60995,404 - Public Facilities,16360.55294,1901845.699,9793,9754,Yountville,Napa,404,Pre2002,404 - Public Facilities,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,2.898935088,447.6708228,11731.57
996,60996,404 - Residential Scaled Commercial,2006.657645,38573.79291,9801,9762,Yountville,Napa,404,Pre2002,404 - Residential Scaled Commercial,Commercial,0.35,30,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,2.300319676,386.7161682,9309.06
997,60997,404 - Single Family Residential,8551.608781,174547.3382,9805,9766,Yountville,Napa,404,Pre2002,404 - Single Family Residential,Residential,0.35,28,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,1.816366702,395.475282,7350.57
998,60998,407 - Agriculture,603.0328958,2459.905857,8899,9020,American Canyon,Napa,407,Nov-94,407 - Agriculture,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.607856363,603.0328958,2459.91
999,60999,407 - Commercial Neighborhood,2427.267072,154183.0157,9069,9030,American Canyon,Napa,407,Nov-94,407 - Commercial Neighborhood,Commercial,1.5,42,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,8.005903113,828.6230799,32398.74
1000,61000,407 - Commercial Recreation,1630.426242,51765.57837,8900,9021,American Canyon,Napa,407,Nov-94,407 - Commercial Recreation,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,12.79155302,1630.43,51765.58
1001,61001,407 - Community Commercial,6246.429344,832655.8449,8901,9022,American Canyon,Napa,407,Nov-94,407 - Community Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,205.7537279,6246.43,832655.84
1002,61002,407 - Industrial,14848.28537,1996824.603,9071,9032,American Canyon,Napa,407,Nov-94,407 - Industrial,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,345.3899923,8068.08,1397743.65
1003,61003,407 - Industrial/Commercial Recreation,1237.394539,79985.66459,8902,9023,American Canyon,Napa,407,Nov-94,407 - Industrial/Commercial Recreation,Mixed Use: Commercial & Industrial,0,0,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,19.76488724,1237.39,79985.66
1004,61004,407 - Industrial/Commercial Specialty,1781.210682,181525.1656,8903,9024,American Canyon,Napa,407,Nov-94,407 - Industrial/Commercial Specialty,Mixed Use: Commercial & Industrial,0,0,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,44.85584664,1781.21,181525.17
1005,61005,407 - Open Space,6046.954555,191899.5704,9073,9034,American Canyon,Napa,407,Nov-94,407 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,12.65118429,1744.08,51197.55
1006,61006,407 - Public,5045.412486,342927.8394,9075,9036,American Canyon,Napa,407,Nov-94,407 - Public,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,9.703004398,811.6871938,39266.66
1007,61007,407 - Residential Estate,4941.977011,384413.994,9080,9041,American Canyon,Napa,407,Nov-94,407 - Residential Estate,Residential,0,35,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,21.83681654,1352.97,88370.45
1008,61008,407 - Residential High-2,784.0621353,15294.7375,9084,9045,American Canyon,Napa,407,Nov-94,407 - Residential High-2,Residential,0,42,20,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,1.350361029,384.0422857,5464.72
1009,61009,407 - Residential Low,18207.27662,3482213.032,9086,9047,American Canyon,Napa,407,Nov-94,407 - Residential Low,Residential,0,35,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,42.46568947,1904.52,171852.52
1010,61010,407 - Residential Medium,5974.534437,718573.2137,9089,9050,American Canyon,Napa,407,Nov-94,407 - Residential Medium,Residential,0,42,12,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,155.6437193,4634.49,629867.78
1011,61011,407 - Specific Plan: Cluster Residential,1951.344397,110427.7007,9091,9052,American Canyon,Napa,407,Nov-94,407 - Specific Plan: Cluster Residential,Residential,0,45,0.25,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,12.35922757,952.9982369,50016.02
1012,61012,407 - Specific Plan: Open Space,2044.70194,178455.6859,8898,9019,American Canyon,Napa,407,,407 - Specific Plan: Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,44.09736,2044.7,178455.69
1013,61013,407 - Specific Plan: Single Family,8746.627946,1381555.431,9093,9054,American Canyon,Napa,407,Nov-94,407 - Specific Plan: Single Family,Residential,0,0,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,112.5589389,3610.41,455509.86
1014,61014,407 - Town Center Mixed Use,3215.506289,115050.9884,9067,9028,American Canyon,Napa,407,,407 - Town Center Mixed Use,Mixed Use,0,0,20,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,3.187676201,1862.1,12900.06
1015,61015,499 - Agricultural Resource,245537.0516,211299632.4,9464,9425,Napa County,Napa,499,Oct-98,499 - Agricultural Resource,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.05809689,74.88581495,235.109274
1016,61016,"499 - Agriculture, Watershed & Open Space",862869.4119,1621445245,9475,9436,Napa County,Napa,499,Oct-98,"499 - Agriculture, Watershed & Open Space",Mixed Use: Agriculture/Resource Extraction & Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.129787452,109.1872884,525.2319146
1017,61017,499 - Airport Clear Zone,5962.049994,551164.4185,9481,9442,Napa County,Napa,499,Oct-98,499 - Airport Clear Zone,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,13.30902547,1134.13,53859.71
1018,61018,499 - Industrial,33398.44335,12527193.64,9485,9446,Napa County,Napa,499,Oct-98,499 - Industrial,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,920.3263349,9342.25,3724428.62
1019,61019,499 - Lake,216637.6258,61168045.13,64801,64782,Napa County,Napa,499,Oct-98,499 - Lake,Water,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,15114.95,216637.63,61168045.13
1020,61020,499 - Public-Institutional,23815.51187,7795552.104,9489,9450,Napa County,Napa,499,Oct-98,499 - Public-Institutional,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,1506.25,16990.32,6095578.97
1021,61021,499 - Rural Residential,66520.06296,21706256.2,9492,9453,Napa County,Napa,499,Oct-98,499 - Rural Residential,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,806.6107685,6974.61,3264237.94
1022,61022,499 - Urban Residential,16818.70263,5844901.666,9502,9463,Napa County,Napa,499,Oct-98,499 - Urban Residential,Residential,0,0,1,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,830.926205,7683.21,3362639.07
1023,61023,500 - Downtown General Commercial,20570.30513,372688.9905,9027,9838,San Francisco,San Francisco,500,Pre2002,500 - Downtown General Commercial,Commercial,0,0,100,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,0.309153096,151.3080041,1251.1
1024,61024,500 - Downtown Office,34617.35748,600198.7175,9031,9842,San Francisco,San Francisco,500,Pre2002,500 - Downtown Office,Commercial,0,0,100,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,1.56527907,358.2090214,6334.46
1025,61025,500 - Downtown Residential,5636.343632,114498.9555,9977,9958,San Francisco,San Francisco,500,Pre2002,500 - Downtown Residential,Residential,0,0,100,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.699021615,229.6262211,2828.84
1026,61026,500 - Downtown Retail,10776.87145,194782.6375,9992,9973,San Francisco,San Francisco,500,Pre2002,500 - Downtown Retail,Commercial,0,0,100,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,1.37222616,322.6726142,5553.2
1027,61027,500 - Downtown Support,8370.031823,227738.1619,10023,10004,San Francisco,San Francisco,500,Pre2002,500 - Downtown Support,Commercial,0,0,100,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,0.211772104,118.7473654,857.0117504
1028,61028,500 - General Commercial,47333.3037,1266090.578,10041,10022,San Francisco,San Francisco,500,Pre2002,500 - General Commercial,Commercial,0,0,50,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,0.029357855,47.92123247,118.8071166
1029,61029,500 - Heavy Commercial,21536.59433,406916.8144,10171,10152,San Francisco,San Francisco,500,Pre2002,500 - Heavy Commercial,Commercial,0,0,50,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,0.018582165,41.52699584,75.19907706
1030,61030,500 - Heavy Industrial,105397.1032,4298381.756,9047,10297,San Francisco,San Francisco,500,Pre2002,500 - Heavy Industrial,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,1.850784741,367.6886787,7489.85
1031,61031,500 - High Density Residential,29423.0924,641663.7243,10384,10385,San Francisco,San Francisco,500,Pre2002,500 - High Density Residential,Residential,0,0,75,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,2.565392741,491.0816038,10381.78
1032,61032,500 - Light Industrial,126206.6093,2994059.517,10449,10509,San Francisco,San Francisco,500,Pre2002,500 - Light Industrial,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,0.486615458,283.9922062,1969.27
1033,61033,500 - Low Density Residential,1041492.126,21608635.35,10469,11281,San Francisco,San Francisco,500,Pre2002,500 - Low Density Residential,Residential,0,0,25,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,1.100790744,316.7918071,4454.74
1034,61034,500 - Medium Density Residential,236751.0366,3876534.753,10545,13739,San Francisco,San Francisco,500,Pre2002,500 - Medium Density Residential,Residential,0,0,50,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,1.021231804,297.4986908,4132.78
1035,61035,500 - Mixed Use: Residential-Commercial,57694.70925,950177.5601,14009,14010,San Francisco,San Francisco,500,Pre2002,500 - Mixed Use: Residential-Commercial,Mixed Use: Residential & Commercial,0,0,50,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,0.226824087,152.0943021,917.9231156
1036,61036,500 - Mixed Use: Residential-Commercial-Industrial,59972.03071,1188027.148,14228,14229,San Francisco,San Francisco,500,Pre2002,500 - Mixed Use: Residential-Commercial-Industrial,Mixed Use: Other,0,0,50,0,1,1,1,1,0,1,0,0,,1,1,0,1,1,,0.191665131,130.9527513,775.6401824
1037,61037,500 - Moderately High Density Residential,140162.2634,2096310.21,14280,14745,San Francisco,San Francisco,500,Pre2002,500 - Moderately High Density Residential,Residential,0,0,65,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,1.410056677,380.7884491,5706.3
1038,61038,500 - Moderately Low Density Residential,727087.0779,12926674.45,10051,10032,San Francisco,San Francisco,500,Pre2002,500 - Moderately Low Density Residential,Residential,0,0,35,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.114717493,91.41353307,464.2453767
1039,61039,500 - Neighborhood Commercial,317959.6739,3816370.003,10052,10033,San Francisco,San Francisco,500,Pre2002,500 - Neighborhood Commercial,Commercial,0,0,50,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,0.119576195,88.05606347,483.9076052
1040,61040,500 - Parks/Open Space,337533.6331,26117710.28,14367,18734,San Francisco,San Francisco,500,Pre2002,500 - Parks/Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.805190355,259.4660833,3258.49
1041,61041,500 - Public/Semi-Public,157232.494,5721102.822,19120,18977,San Francisco,San Francisco,500,Pre2002,500 - Public/Semi-Public,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0.674979776,242.2764485,2731.55
1042,61042,500 - Right of Way,89621.3575,1389214.067,18923,19566,San Francisco,San Francisco,500,Pre2002,500 - Right of Way,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1.608440281,374.8774603,6509.13
1043,61043,500 - Treasure Island/Yerba Buena Island Redevelopment Area,10553.55455,2299508.59,9821,9782,San Francisco,San Francisco,500,Pre2002,500 - Treasure Island/Yerba Buena Island Redevelopment Area,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,568.2209428,10553.55,2299508.59
1044,61044,500 - Water,26848.4288,587988.1186,19741,19618,San Francisco,San Francisco,500,Pre2002,500 - Water,Water,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.221864722,147.4506369,897.856035
1045,61045,601 - Low Density Single Family,31140.12731,11471086.37,50427,50366,Atherton,San Mateo,601,Pre2002,601 - Low Density Single Family,Residential,0,34,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,15.69793825,1067.43,63527.31
1046,61046,601 - Parks or Open Space,5613.70796,611718.7216,50428,50367,Atherton,San Mateo,601,Pre2002,601 - Parks or Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,96.12749011,2615.69,389014.15
1047,61047,601 - Public Facilities or School,9962.034572,848380.1186,50431,50370,Atherton,San Mateo,601,Pre2002,601 - Public Facilities or School,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,10.35845561,851.8898442,41919.19
1048,61048,602 - Commercial General,1256.180896,69404.38155,50391,50330,Belmont,San Mateo,602,Pre2002,602 - Commercial General,Commercial,1.2,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,17.15019588,1256.18,69404.38
1049,61049,602 - Commercial Highway,8486.364986,227208.5578,50439,50378,Belmont,San Mateo,602,Pre2002,602 - Commercial Highway,Commercial,1.5,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.865811218,329.8011121,3503.81
1050,61050,602 - Commercial Office,1439.591105,94926.25148,50449,50388,Belmont,San Mateo,602,Pre2002,602 - Commercial Office,Commercial,1.5,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.142082092,120.8012781,574.9857749
1051,61051,602 - Commercial Service,2158.16728,64421.18169,50451,50390,Belmont,San Mateo,602,Pre2002,602 - Commercial Service,Commercial,1.8,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,10.64094283,1404.73,43062.38
1052,61052,602 - Commercial/Residential Mix,1785.857082,43564.26992,50453,50392,Belmont,San Mateo,602,Pre2002,602 - Commercial/Residential Mix,Mixed Use: Residential & Commercial,0.8,0,7,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,,5.092678721,710.2716504,20609.34
1053,61053,602 - Hilltop Residential Open Space,18896.59172,1438005.315,50455,50394,Belmont,San Mateo,602,Pre2002,602 - Hilltop Residential Open Space,Residential,0,0,0.05,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,8.244866484,1206.5,33365.8
1054,61054,602 - Industrial - General,466.4422192,2380.924045,50463,50402,Belmont,San Mateo,602,Pre2002,602 - Industrial - General,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,0.422914035,311.1190046,1711.47
1055,61055,602 - Industrial - Light,4507.234544,143925.5801,50465,50404,Belmont,San Mateo,602,Pre2002,602 - Industrial - Light,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,0.640344244,402.530232,2591.38
1056,61056,602 - Institutions,7820.465148,464677.6346,50470,50409,Belmont,San Mateo,602,Pre2002,602 - Institutions,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,6.06360558,642.0046974,24538.54
